28	STANDING	0.2777951	-0.017263512	-0.10657939	0.9485148	-0.24765617	-0.038583050	0.07531316	0.0090736322	⋯	-0.97167280	-0.93699128	-0.9735721	-0.8867068	-0.93610161	-0.9320391	-0.923857158	-0.95496316	-0.87845966	-0.9559834
28	WALKING	0.2812282	-0.015675972	-0.10371471	0.9429303	-0.22931615	-0.125912861	0.09311222	0.0226486603	⋯	-0.36711642	-0.19175750	-0.5745797	-0.5454802	-0.49747074	-0.3082434	-0.511573671	-0.43627301	-0.51681157	-0.5890717
28	WALKING_DOWNSTAIRS	0.2936421	-0.022023047	-0.10858897	0.9292917	-0.23589711	-0.121477256	0.09726535	0.0143450903	⋯	-0.09801123	-0.00175392	-0.4884884	-0.3454533	-0.29310836	-0.4165059	-0.074058598	-0.08835985	-0.36290384	-0.4647222
28	WALKING_UPSTAIRS	0.2620058	-0.027944394	-0.12151403	0.8545082	-0.33322400	-0.265207858	0.07068319	0.0222985408	⋯	-0.37027368	-0.34902657	-0.6879076	-0.5563834	-0.45998932	-0.2262434	-0.334626169	-0.37449591	-0.52818702	-0.7048528
29	LAYING	0.2872952	-0.017196548	-0.10946207	-0.3467898	0.80753537	0.590452224	0.07188612	0.0116912060	⋯	-0.99254348	-0.99046808	-0.9931078	-0.9946522	-0.99224079	-0.9768590	-0.981599784	-0.99436667	-0.97667905	-0.9975852
29	SITTING	0.2771800	-0.016630680	-0.11041182	0.8915638	0.15565946	0.286256064	0.07454381	0.0059853140	⋯	-0.99422018	-0.98549332	-0.9904459	-0.9907278	-0.98725981	-0.9729125	-0.971218020	-0.98982291	-0.97101137	-0.9947420
29	STANDING	0.2779651	-0.017260587	-0.10865907	0.9745087	-0.05848715	0.031614585	0.07530525	0.0115104979	⋯	-0.99412342	-0.98478278	-0.9913164	-0.9791626	-0.98964372	-0.9847142	-0.982247716	-0.99032793	-0.97593873	-0.9915168
29	WALKING	0.2719999	-0.016291560	-0.10663243	0.9623744	-0.12731808	0.095579214	0.08537433	0.0223870454	⋯	-0.30733667	-0.15502066	-0.5290349	-0.6543136	-0.09413597	-0.4941175	-0.393257505	-0.16950650	-0.42915683	-0.6186677
29	WALKING_DOWNSTAIRS	0.2931404	-0.014941215	-0.09813400	0.9484862	-0.07609630	0.091965045	0.06368720	0.0006210170	⋯	-0.09863792	-0.12038152	-0.5473209	-0.3191231	-0.35487269	-0.4161658	-0.033086811	-0.07977143	-0.32302458	-0.6266760
29	WALKING_UPSTAIRS	0.2654231	-0.029946531	-0.11800059	0.9292590	-0.22712013	0.044378601	0.10634519	-0.0006890192	⋯	-0.21138540	-0.40864895	-0.7101166	-0.3503382	0.23434678	-0.4441531	-0.155993756	-0.28058356	-0.07433147	-0.7564642
30	LAYING	0.2810339	-0.019449410	-0.10365815	-0.3447378	0.73266125	0.681459211	0.07521967	0.0107680190	⋯	-0.98035075	-0.97243420	-0.9822816	-0.9744884	-0.96513415	-0.9721992	-0.964051811	-0.96808778	-0.95264445	-0.9754815
30	SITTING	0.2683361	-0.008047313	-0.09951545	0.8254738	0.11458839	0.344766020	0.07600577	0.0097569252	⋯	-0.99001756	-0.98190212	-0.9889712	-0.9884848	-0.97380495	-0.9573087	-0.943543733	-0.98529496	-0.95951394	-0.9909464
30	STANDING	0.2771127	-0.017016389	-0.10875621	0.9685567	-0.10029680	0.024304436	0.07524145	0.0120860416	⋯	-0.97221673	-0.96044236	-0.9739543	-0.9117182	-0.93946977	-0.9351769	-0.921733233	-0.94663985	-0.88887223	-0.9550086
30	WALKING	0.2764068	-0.017588039	-0.09862471	0.9652176	-0.15767382	-0.003925564	0.06886900	0.0219656545	⋯	-0.41513540	-0.28946610	-0.5754103	-0.3990323	0.09554560	-0.2379415	-0.469852795	-0.36653742	-0.33154174	-0.5785800
30	WALKING_DOWNSTAIRS	0.2831906	-0.017438390	-0.09997814	0.9580005	-0.12671037	0.028808167	0.08839330	-0.0075611075	⋯	-0.28980273	-0.21743202	-0.5355150	-0.2783866	-0.25573205	-0.3715415	-0.178535173	-0.13312430	-0.25236188	-0.6455039
30	WALKING_UPSTAIRS	0.2714156	-0.025331170	-0.12469749	0.9318298	-0.22664729	-0.022140110	0.05798404	-0.0035871923	⋯	-0.56156521	-0.61082660	-0.7847539	-0.5034842	0.04495455	-0.2534271	-0.394508081	-0.58087813	-0.15147228	-0.7913494
